,0,1
0,1,0.46868888721090957
1,2,0.3567249160694705
2,3,0.2977911001333649
3,4,0.26261465023091785
4,5,0.23852425202897565
5,6,0.2208762612508486
6,7,0.20720910314864266
7,8,0.19612228481108396
8,9,0.18698825320113568
9,10,0.17938941632823732
10,11,0.172857104966267
11,12,0.16713128028722415
12,13,0.16211532642361196
13,14,0.15772609483955002
14,15,0.15362780469858686
15,16,0.1500443437662345
16,17,0.1467281889953441
17,18,0.14372832092049087
18,19,0.14102927956358788
19,20,0.13857413148060935
20,21,0.13622331513129007
21,22,0.13407811030771552
22,23,0.13204972427048406
23,24,0.13014708061272737
24,25,0.12838324584082672
25,26,0.12666646725625091
26,27,0.1251519538162947
27,28,0.12365653081219154
28,29,0.12219823438841047
29,30,0.12084222420598863
30,31,0.1195201928666309
31,32,0.11822849185695518
32,33,0.11711908522936665
33,34,0.11603562827277719
34,35,0.11493958642527016
35,36,0.11395942215096842
36,37,0.11294867448071808
37,38,0.1120197108150121
38,39,0.11113083434545587
39,40,0.11030831690640035
40,41,0.10945719914583034
41,42,0.10866258819716516
42,43,0.10787829834664778
43,44,0.10713075959144885
44,45,0.1064460286142736
45,46,0.1057776567358608
46,47,0.10510550190660299
47,48,0.10448381899991532
48,49,0.10387049023161628
49,50,0.1032803490231578
50,51,0.10270502944754616
51,52,0.102155399527851
52,53,0.10162519626163494
53,54,0.1011217948184175
54,55,0.1006021561825518
55,56,0.10008055260707076
56,57,0.09958003160076909
57,58,0.09911052430070055
58,59,0.09864783555297427
59,60,0.09822404068251141
60,61,0.09778584132290387
61,62,0.0973728869952584
62,63,0.09697517399695292
63,64,0.09656087180939518
64,65,0.09614938419795212
65,66,0.0957795983398827
66,67,0.09542236916807467
67,68,0.09509129483649208
68,69,0.09472205567626163
69,70,0.09436827857746695
70,71,0.09400899247755455
71,72,0.09369061770828764
72,73,0.0933464581434511
73,74,0.09301627363036676
74,75,0.09269412598072133
75,76,0.09239445844638855
76,77,0.09209189752787392
77,78,0.09180732336350224
78,79,0.09150130727329021
79,80,0.0912210240660029
80,81,0.09095409212817457
81,82,0.09067751249567112
82,83,0.09041973470574913
83,84,0.09014743545801107
84,85,0.08988465517420008
85,86,0.08965641799313483
86,87,0.08940436365169184
87,88,0.08915151005068177
88,89,0.08889860697912029
89,90,0.08866761529059061
90,91,0.08842974432942277
91,92,0.08821187540906542
92,93,0.08798717035562495
93,94,0.08775365890758839
94,95,0.08755273850709147
95,96,0.08734594670931378
96,97,0.08712940626234224
97,98,0.08693049367511906
98,99,0.08674380951509655
99,100,0.08653407615191801
100,101,0.08635963606682927
101,102,0.08618888376588023
102,103,0.08599945777646761
103,104,0.08581147442357953
104,105,0.08565402939845834
105,106,0.08548036409025417
106,107,0.08530666522755946
107,108,0.08515437791888146
108,109,0.08498065935452524
109,110,0.08481039805000125
110,111,0.08466145022965271
111,112,0.08448677142170288
112,113,0.08433408350008327
113,114,0.08417527996464079
114,115,0.08401565935721853
115,116,0.08387364238949094
116,117,0.08371401058591513
117,118,0.08358091980752935
118,119,0.08343723312342265
119,120,0.08329143253028169
120,121,0.08315251837750243
121,122,0.0830181135580734
122,123,0.08288180842031088
123,124,0.08273385697378507
124,125,0.08258589350207889
125,126,0.08245567952940966
126,127,0.08231378504045245
127,128,0.08218422256473923
128,129,0.08205696474903643
129,130,0.08191911124777017
130,131,0.08177821823745261
131,132,0.0816453911313743
132,133,0.08152816632074243
133,134,0.08141075165830418
134,135,0.08129543254245324
135,136,0.0811802183406611
136,137,0.08107675680123078
137,138,0.08095035194217161
138,139,0.08083034664146832
139,140,0.08070970372958473
140,141,0.0805985440108987
141,142,0.08047411954447145
142,143,0.08036681450358743
143,144,0.08025891420946861
144,145,0.08014192024764033
145,146,0.0800406013704939
146,147,0.0799314255607375
147,148,0.07983032307734701
148,149,0.07972690801344327
149,150,0.07962974523274081
150,151,0.07952955295244607
151,152,0.07944654999233021
152,153,0.07935545488554804
153,154,0.07927062281753672
154,155,0.07917816468468603
155,156,0.07908332092535467
156,157,0.07897345599867955
157,158,0.07887405018965231
158,159,0.07879078002451516
159,160,0.07869360362676567
160,161,0.07860937329197253
161,162,0.07852403445567292
162,163,0.07843176072377173
163,164,0.07834920024923639
164,165,0.0782674882156101
165,166,0.07817886016276486
166,167,0.07810741529188107
167,168,0.07802270319792796
168,169,0.07794176345382872
169,170,0.07785963203412088
170,171,0.07777194481330037
171,172,0.0776913716850271
172,173,0.07760837033732836
173,174,0.07752854131694517
174,175,0.07745410049068036
175,176,0.07738102868956291
176,177,0.0773099687775535
177,178,0.07724599551928944
178,179,0.07716485965998802
179,180,0.07709520046933321
180,181,0.07701745480749476
181,182,0.0769443400479629
182,183,0.07687285835902076
183,184,0.07680564425887335
184,185,0.07672526764523595
185,186,0.07664531606137802
186,187,0.07657429511413111
187,188,0.07650835766924939
188,189,0.07643133510183991
189,190,0.07636970324243333
190,191,0.07631402787676615
191,192,0.07624687218714787
192,193,0.0761753741026901
193,194,0.07611270121115261
194,195,0.07604823906657684
195,196,0.07597724116912612
196,197,0.07591559233250174
197,198,0.07585159238402933
198,199,0.07578383190440759
199,200,0.07571698135482269
200,201,0.07564775432216293
201,202,0.07558160238154797
202,203,0.07551801447950045
203,204,0.07545480030579112
204,205,0.07539708335986353
205,206,0.07533163794736815
206,207,0.07527154876331932
207,208,0.07521135264753263
208,209,0.07515143910244529
209,210,0.07509331156088173
210,211,0.0750398983430753
211,212,0.0749758503689721
212,213,0.07491867828897926
213,214,0.07486148743903807
214,215,0.07480962986757046
215,216,0.07474927411639697
216,217,0.07470015681683659
217,218,0.0746444994191024
218,219,0.07459699379426134
219,220,0.07453759138361153
220,221,0.07448521277066417
221,222,0.0744298062712449
222,223,0.07436754829491127
223,224,0.07431443649240703
224,225,0.074264066550777
225,226,0.07420621706650664
226,227,0.07415609640053047
227,228,0.07409631794665698
228,229,0.07404303697255661
229,230,0.07398051805630629
230,231,0.07393200435385877
231,232,0.0738827519252995
232,233,0.07382498756282888
233,234,0.0737794391437242
234,235,0.073726371951163
235,236,0.07367392159595276
236,237,0.07362529692659704
237,238,0.07357741352218473
238,239,0.07353023345612344
239,240,0.07348686467849526
240,241,0.07344173944457622
241,242,0.07338865279864651
242,243,0.07334772793777164
243,244,0.07330050648299494
244,245,0.07325453053335947
245,246,0.0732075747089664
246,247,0.07316050564207223
247,248,0.07311017323063339
248,249,0.07306293720541632
249,250,0.07301965783620266
250,251,0.0729698359341875
251,252,0.07292094333441441
252,253,0.07288000692131383
253,254,0.07283111300751488
254,255,0.07278213386568827
255,256,0.0727379834330927
256,257,0.07270084261109253
257,258,0.07265966186532914
258,259,0.07261659292373755
259,260,0.07257501270404597
260,261,0.07252569039833594
